Epoch,GIN_Train_Loss_Mean,GIN_Test_Acc_Mean,StaticCW_Train_Loss_Mean,StaticCW_Test_Acc_Mean,DynamicCW_Train_Loss_Mean,DynamicCW_Test_Acc_Mean
25,0.6218381951035084,66.22871046228711,0.6593914254738465,61.557177615571774,0.6468010298817117,64.59854014598541
26,0.617591301165068,65.15815085158151,0.6649142091291663,61.50851581508516,0.6466898479020798,66.20437956204378
27,0.6154280931990221,66.10705596107056,0.6604592318662471,62.579075425790755,0.6481987396295923,66.5206812652068
28,0.6127037657148356,67.25060827250607,0.6626849387974054,61.0948905109489,0.6405689031248255,66.39902676399028
29,0.6151794296111504,65.49878345498783,0.6562845446767598,61.8978102189781,0.6395673530525244,67.68856447688565
30,0.6144286063755805,67.12895377128955,0.653460042668085,63.57664233576643,0.6391676566026506,66.03406326034062
31,0.607078357015503,66.32603406326034,0.6545652377634443,60.87591240875912,0.6352264434751802,66.22871046228711
32,0.6020261548731449,66.5206812652068,0.6553754403353318,62.18978102189781,0.6315813636547747,65.37712895377129
33,0.6081888763428894,67.95620437956204,0.6519825345988401,62.65206812652067,0.6284154023857302,67.42092457420925
34,0.6052062461265971,65.74209245742092,0.6522870672010158,62.238442822384435,0.629385103738511,68.10218978102189
35,0.6021743550207783,68.88077858880779,0.6477882692413608,62.79805352798054,0.6243064014000904,67.37226277372262
36,0.5988595190419478,68.51581508515815,0.6462489658173564,62.749391727493915,0.6273032767059159,69.00243309002433
37,0.59689242034933,66.71532846715328,0.6416252113316762,64.23357664233576,0.6190808923285084,69.07542579075427
38,0.5970009157692429,68.15085158150852,0.644947199925889,65.15815085158151,0.6214583551796683,68.85644768856449
39,0.5953200055734954,67.39659367396595,0.6445605525135124,64.67153284671534,0.6186838080123104,68.83211678832117
40,0.5971757308700079,67.98053527980535,0.6358356437543883,65.18248175182482,0.613780087537139,68.19951338199513
41,0.5919466407629695,69.07542579075425,0.6419280636919676,65.4257907542579,0.6082002193098232,69.17274939172749
42,0.5912037791996977,69.27007299270073,0.6372807584829864,66.03406326034064,0.6137551022272041,70.02433090024331
43,0.5881344069239577,69.95133819951339,0.6355219442768979,64.79318734793188,0.6095238174980284,68.73479318734793
44,0.5838920409807034,68.5888077858881,0.6352785805136039,65.83941605839416,0.6066446360590394,68.95377128953771
45,0.5876701638501346,68.92944038929441,0.6314128425144512,66.44768856447689,0.6065363791737244,68.95377128953773
46,0.5903267190984275,68.51581508515815,0.629424368726076,65.91240875912409,0.6031994218953916,69.78102189781022
47,0.5881867868331807,70.02433090024331,0.6272473174870159,65.06082725060828,0.5999734862007363,71.11922141119221
48,0.5853767607623934,69.78102189781023,0.6289810192555987,66.78832116788321,0.6051227747088801,69.56204379562044
49,0.5798217308202219,69.95133819951339,0.6274889675080051,67.22627737226279,0.5980178913060765,70.51094890510949
50,0.5805353247771297,69.53771289537713,0.6242896941746527,66.78832116788321,0.5967709866898483,70.21897810218978
51,0.5834838840213136,69.90267639902677,0.6243304376184505,66.88564476885645,0.5916352000694786,70.5596107055961
52,0.5808330149546157,69.48905109489053,0.6191211977144228,67.17761557177616,0.5952447581755275,69.90267639902677
53,0.5828385043028208,69.85401459854015,0.6207587304196508,68.29683698296836,0.5886901212724747,70.43795620437956
54,0.5795440870044876,69.19708029197082,0.6135777127278692,66.83698296836982,0.5886122970395424,71.11922141119221
55,0.5775334273521627,69.58637469586375,0.6167294888600815,68.12652068126522,0.5898206880057815,70.85158150851582
56,0.5768386077416784,70.19464720194648,0.6188059454706754,67.66423357664233,0.587128372929102,69.95133819951339
57,0.5815091753238019,69.85401459854015,0.6175194029970471,68.32116788321169,0.5935297266555238,70.63260340632603
58,0.5752620421476898,69.65936739659367,0.6091865668911713,68.80778588807786,0.5897353687715647,69.58637469586375
59,0.5789045624054261,69.58637469586375,0.6130039828827201,66.93430656934308,0.5826715051112674,70.02433090024331
60,0.5769392346233637,69.92700729927007,0.6180717764399637,68.56447688564478,0.5830551316703323,71.55717761557177
61,0.5694378853424332,71.16788321167886,0.6077152453489838,68.78345498783453,0.5829027062059898,72.11678832116789
62,0.5720308401868872,70.63260340632601,0.6080426495730732,69.00243309002434,0.5779438871101741,71.0462287104623
63,0.5744652006457902,69.82968369829685,0.609174435272124,68.34549878345499,0.5791134391822954,70.97323600973236
64,0.5695005465162931,70.70559610705595,0.604685223827687,70.31630170316302,0.5777753678116486,72.40875912408758
65,0.572792501765736,70.41362530413626,0.6075115983793625,69.05109489051094,0.5833764820928412,72.23844282238443
66,0.570806544816117,69.29440389294403,0.606250613710306,69.29440389294403,0.569961406555199,71.77615571776155
67,0.569499659828316,70.70559610705595,0.6071722432934745,68.44282238442823,0.5776962060997957,71.338199513382
68,0.5700363726656512,70.46228710462286,0.5981048642428831,69.56204379562044,0.571411084157127,72.06812652068126
69,0.5666215154086296,69.65936739659368,0.6031144766911973,69.58637469586374,0.5700093077192052,72.82238442822386
70,0.5684166868382707,71.0948905109489,0.5973178304024855,68.97810218978103,0.5698933336711568,72.48175182481752
71,0.569915893304087,70.72992700729927,0.5991117129650719,70.19464720194647,0.5635208347998105,72.55474452554745
72,0.5682088626127173,71.45985401459853,0.5979371231547818,69.7566909975669,0.5660179782957926,71.28953771289538
73,0.5705205092609944,71.21654501216545,0.6001484739664408,70.09732360097323,0.5778122195507198,71.60583941605839
74,0.5672147470669154,70.51094890510949,0.6001137097821617,69.2214111922141,0.5689492041757218,71.16788321167883
75,0.5667280726769255,70.38929440389295,0.5961222052864205,70.04866180048661,0.5649641961076834,72.09245742092457
76,0.5650148241479321,71.80048661800487,0.5990421490077555,69.87834549878346,0.5607732108039578,71.80048661800485
77,0.567433594671189,70.5352798053528,0.5924646260964609,70.2189781021898,0.5684741355206844,72.23844282238443
78,0.5658137679390083,71.19221411192215,0.5918641507625579,70.34063260340633,0.559919934333676,71.19221411192214
79,0.559122773954178,69.07542579075425,0.5870350016439628,70.60827250608273,0.5626076257721931,72.53041362530413
80,0.5641062664289545,70.8029197080292,0.5890267570813497,70.90024330900243,0.5577357007929298,72.74939172749392
81,0.5623183100763027,71.21654501216544,0.5845212766143817,71.48418491484185,0.555661180071587,71.87347931873481
82,0.5600247460850254,71.43552311435523,0.5830570744772027,70.38929440389293,0.5547234446317899,71.82481751824818
83,0.5580488483981205,71.63017031630172,0.588613406933137,71.21654501216545,0.5546324272225374,72.09245742092457
84,0.5628033735456257,71.21654501216545,0.5859477502731221,70.99756690997567,0.5507414521382092,72.1897810218978
85,0.5622440863844832,71.43552311435523,0.5855866103856813,71.338199513382,0.5506754687087669,72.4087591240876
86,0.5623937743858699,71.53284671532847,0.5785729561989035,71.65450121654501,0.5499994564665495,73.30900243309001
87,0.5591250564060072,70.00000000000001,0.5797515208993804,70.99756690997567,0.5478134313784087,72.28710462287106
88,0.5600820973406743,71.21654501216544,0.5820030461407635,71.72749391727493,0.5495385932226251,71.6301703163017
89,0.5572318109137588,71.16788321167883,0.5785443139192251,71.55717761557177,0.5473700956851607,73.11435523114355
90,0.5601813210043014,70.34063260340632,0.577576238946613,71.02189781021897,0.5418938455065382,72.96836982968371
91,0.5590088719579136,71.67883211678831,0.5797954319747405,70.99756690997567,0.5476709974798263,73.64963503649635
92,0.5585640723977936,71.48418491484185,0.5788344491427253,72.1897810218978,0.5436981049187282,72.94403892944038
93,0.5587821027078188,70.92457420924573,0.5761723544765853,72.01946472019463,0.5385630982200594,73.43065693430657
94,0.5586063316703712,72.1897810218978,0.568505304689245,72.79805352798054,0.5400076116668627,73.55231143552312
95,0.5615080279445416,71.58150851581509,0.5735426882902781,72.01946472019463,0.5439817115048132,71.80048661800485
96,0.5537852985290426,71.19221411192214,0.5756384893200404,72.62773722627738,0.5436439429756499,73.43065693430657
97,0.5560454061866676,70.7785888077859,0.5698907557050098,72.36009732360097,0.539225562558557,74.59854014598541
98,0.5544596772269321,71.21654501216545,0.5691137406947839,72.18978102189782,0.53696188433617,72.94403892944038
99,0.5595519310656545,71.38686131386861,0.5650798650698651,72.14111922141119,0.5341895019195956,73.5279805352798
100,0.5579142939000235,70.63260340632603,0.5686875677601845,72.91970802919708,0.5347742975193219,73.74695863746959
101,0.5543661062444794,70.99756690997569,0.5659955206723689,71.67883211678833,0.5381546330422962,74.20924574209246
102,0.5551959209053476,72.53041362530413,0.5697919360187512,72.74939172749392,0.5314456528845785,73.89294403892943
103,0.5530215670012499,71.70316301703163,0.5639064723847846,73.28467153284672,0.5372618909154786,72.36009732360098
104,0.5522721158762047,72.23844282238443,0.5659136968082465,71.77615571776155,0.5387233870017847,74.01459854014597
105,0.5541937671873691,70.92457420924573,0.561402021605893,71.21654501216545,0.5285459364127649,74.3065693430657
106,0.5582209928337385,70.43795620437956,0.5628658684645836,71.92214111922141,0.5295475833172346,73.99026763990267
107,0.5536627242599961,70.04866180048661,0.5605866347786284,71.60583941605839,0.5294675797731626,74.42822384428223
108,0.5510901905324338,71.45985401459855,0.5620826942497217,72.99270072992701,0.5286519519023942,74.54987834549878
109,0.5540400654295066,71.60583941605839,0.5565978426132758,72.89537712895377,0.5301468539121957,74.08759124087592
110,0.5530531546640279,71.19221411192214,0.5554425517572973,73.30900243309001,0.5233331938149576,74.28223844282238
111,0.550491317925372,72.01946472019463,0.5474587654980431,72.62773722627738,0.5298062587161423,74.72019464720195
112,0.5521652090578474,71.50851581508516,0.552901559502539,72.9440389294404,0.5258638754088223,74.57420924574208
113,0.5509458865272447,70.36496350364965,0.5491700024355357,73.72262773722628,0.5256827490463164,74.28223844282239
114,0.5537736885158975,71.0948905109489,0.55141251509207,73.28467153284672,0.5207683912158882,74.35523114355232
115,0.5497455369817079,71.09489051094891,0.5490984062063723,72.96836982968371,0.5250544223327127,74.0389294403893
116,0.5510661560253506,71.70316301703163,0.5541335928759146,74.23357664233576,0.5231429093075495,74.91484184914842
117,0.5526636082325538,71.5815085158151,0.5545363005640442,73.8199513381995,0.5211254745069211,75.03649635036496
118,0.5498607094995587,70.99756690997567,0.5483465785817798,73.50364963503651,0.5206446407630205,73.06569343065694
119,0.5468096223770847,71.50851581508516,0.5507848009285846,73.21167883211679,0.5246413816645779,74.62287104622871
120,0.5489985550842147,72.38442822384428,0.5449839351096003,74.35523114355232,0.5234868703677417,75.06082725060827
121,0.5526852842665066,71.58150851581507,0.5432774372489492,73.04136253041362,0.5214981071705365,74.74452554744525
122,0.5470490655614801,72.28710462287104,0.5451695562714207,73.09002433090025,0.5186616360706136,74.62287104622871
123,0.546480929895039,71.50851581508516,0.5383423904867939,74.37956204379563,0.51662102546135,75.08515815085158
124,0.5503151847788307,71.99513381995133,0.5430762076899953,74.74452554744525,0.516472121007251,74.8905109489051
125,0.5485231733380153,72.55474452554745,0.5408945274179,74.35523114355232,0.5130466085135792,73.89294403892943
126,0.5452079065524749,72.09245742092457,0.5409027726255774,73.40632603406326,0.5138209158196647,74.79318734793188
127,0.5452795597613583,72.96836982968368,0.5424473701747374,74.330900243309,0.5185748734468382,74.69586374695864
128,0.5494093522538234,72.50608272506084,0.5384386022015499,73.67396593673966,0.5132854606258318,75.01216545012166
129,0.5499890856789266,71.48418491484185,0.5400414910919765,74.84184914841849,0.5145502828478523,75.06082725060827
130,0.5475256845753849,71.6058394160584,0.5345471986598922,74.64720194647202,0.5108415139997673,74.35523114355232
131,0.5465251146731875,72.06812652068126,0.5361345323187882,74.81751824817518,0.5166976488419692,76.20437956204378
132,0.5535573899600916,72.14111922141119,0.536394357202697,73.91727493917276,0.5093768756320006,75.40145985401459
133,0.5469789572730841,71.72749391727493,0.5359196048728452,74.96350364963504,0.5153005700911919,75.47445255474453
134,0.5471559625037395,72.87104622871047,0.5355911430651255,74.59854014598541,0.5057634585965289,75.27980535279805
135,0.5455963060658633,72.53041362530413,0.5318153699964212,74.79318734793188,0.5082579335882136,75.62043795620437
136,0.5472339605617987,70.94890510948905,0.5332636165357855,74.30656934306569,0.5086219399804907,75.74209245742092
137,0.5452964413775144,73.01703163017032,0.534849313952917,74.5498783454988,0.5055453612276527,75.86374695863746
138,0.5444102076863431,71.38686131386861,0.5311299550417277,73.84428223844282,0.5083338238462044,75.40145985401459
139,0.546504497818123,71.50851581508516,0.5344164610634176,73.96593673965937,0.5062011551537943,75.985401459854
140,0.5416483802516965,72.36009732360097,0.5310547199272471,74.42822384428226,0.5025932133922901,75.40145985401459
141,0.5414496437476499,72.45742092457422,0.5315842541319901,74.84184914841849,0.5018472157690647,75.83941605839416
142,0.5420737093672555,72.1897810218978,0.5268922481803708,74.98783454987833,0.5035479521519366,76.15571776155717
143,0.5457574498334361,71.43552311435522,0.5260096500969861,74.98783454987834,0.5048270099644534,75.27980535279806
144,0.5446199914109678,71.04622871046229,0.5330070919799109,75.30413625304136,0.508094632799608,74.62287104622871
145,0.5396937346806492,72.04379562043796,0.5287754785405457,75.20681265206812,0.5092538834198258,75.81508515815085
146,0.541704922580951,71.8978102189781,0.5244973100014847,74.3552311435523,0.5013114204081885,75.76642335766424
147,0.5406905585106851,73.30900243309003,0.5267704431302935,76.15571776155718,0.5003114024798075,75.15815085158151
148,0.5362435346682287,72.48175182481752,0.5259080735726368,73.91727493917276,0.4960705370798598,75.18248175182482
149,0.5398170007696408,71.97080291970804,0.5224683670086873,75.69343065693431,0.5006477533755801,75.9610705596107
150,0.5417642297100846,72.4087591240876,0.5225440302034364,74.52554744525547,0.4946567714794419,75.76642335766422
151,0.5400114717999804,72.43309002433091,0.5223385610139573,75.54744525547446,0.4913438087687295,74.76885644768856
152,0.5460920857977113,72.9683698296837,0.5204059735121808,75.13381995133821,0.4976031988786665,75.47445255474452
153,0.5385331700608098,72.14111922141119,0.5185139621696333,75.83941605839416,0.49547606120724463,75.4501216545012
154,0.5437163872150319,72.04379562043796,0.5215586627051778,74.47688564476886,0.49024810239926453,76.03406326034064
155,0.5418550633020934,71.92214111922141,0.5220616443603869,74.74452554744525,0.4961476617630961,75.669099756691
156,0.5366229940649948,71.33819951338201,0.513972016973217,74.5498783454988,0.49394499108449097,76.44768856447688
157,0.5376869648767505,72.79805352798053,0.5197852498568467,75.83941605839416,0.491353929202342,74.8175182481752
158,0.5382553283460529,72.09245742092457,0.5148438520965204,74.8418491484185,0.49248988077298284,76.71532846715328
159,0.5390712662044812,72.84671532846716,0.5193659630280052,75.1581508515815,0.49199219557780716,76.81265206812652
160,0.5377267949337508,72.21411192214111,0.5160380476727683,75.52311435523114,0.4920804526248988,75.74209245742092
161,0.5377684629891621,71.67883211678833,0.5090841382959462,75.40145985401459,0.4906887221220346,75.81508515815085
162,0.5398103762572118,72.23844282238443,0.5136225166547038,76.00973236009733,0.4899074894233341,75.76642335766424
163,0.5361975670150887,72.77372262773723,0.5144112660066925,75.40145985401459,0.4888698014174645,75.79075425790754
164,0.540699169192001,72.11678832116789,0.5185229545237083,74.81751824817518,0.4957552925658632,77.2749391727494
165,0.5354518086225737,72.21411192214111,0.5146608359332212,75.49878345498783,0.49016694596214017,75.83941605839416
166,0.5363082830053176,71.94647201946472,0.5110152429617815,75.13381995133821,0.4886236644864373,76.61800486618004
167,0.5344190783164218,72.82238442822384,0.5112797776712987,76.00973236009732,0.4886752059279857,75.81508515815085
168,0.5351197825441105,72.84671532846716,0.5098871000346765,75.35279805352798,0.4927033818841271,76.39902676399026
169,0.5361170165585195,71.84914841849148,0.5113001487260898,75.4501216545012,0.48555028109364845,76.1800486618005
170,0.5345526966010277,72.50608272506084,0.5113403411822308,76.1800486618005,0.48619770693372927,75.27980535279805
171,0.5379136642110318,73.55231143552312,0.5080022570860647,75.49878345498784,0.4907656429602862,76.15571776155718
172,0.5313918688871564,73.84428223844282,0.5144856879165862,74.93917274939173,0.4869307750913058,76.76399026763991
173,0.5331370131812825,73.18734793187348,0.5120229818235058,75.76642335766424,0.48171457522106864,76.95863746958636
174,0.5274030707903442,73.72262773722628,0.5063003992512278,76.08272506082726,0.48921807472143153,77.22627737226279
175,0.536553074669664,73.38199513381997,0.5066231379688801,76.44768856447688,0.48867318100882856,77.5912408759124
176,0.5322672028901223,72.9197080291971,0.5069054909286128,76.10705596107056,0.48271953127099937,76.32603406326034
177,0.5344418784852735,73.28467153284672,0.5106995350252973,75.88807785888079,0.48308511279215194,75.9367396593674
178,0.5316717283279067,73.33333333333333,0.5026807252653034,75.93673965936739,0.4846460886535273,76.30170316301702
179,0.5316569836470333,73.43065693430655,0.504450790290415,75.47445255474454,0.48058372313958886,77.76155717761557
180,0.5320954904939137,73.16301703163018,0.5062491238697311,76.54501216545012,0.4872652645383727,77.0559610705596
181,0.5319509804973926,72.87104622871047,0.49951020928775025,75.669099756691,0.48527367780678465,76.59367396593674
182,0.5312158217685357,72.87104622871047,0.4984709045022654,76.03406326034063,0.4830806684029943,77.46958637469588
183,0.5304850081457708,72.7250608272506,0.5010116394708917,76.73965936739657,0.47868446801990777,77.20194647201947
184,0.5253777613314978,73.13868613138686,0.502249996273477,75.54744525547446,0.4790821167819401,75.30413625304138
185,0.5282114413822944,73.09002433090025,0.4999090665158274,75.59610705596107,0.48077312996497695,76.88564476885644
186,0.5311297182909184,73.18734793187348,0.5031132289092907,75.79075425790754,0.4734505238179163,76.98296836982969
187,0.5235495156470297,72.7250608272506,0.49941315159310384,75.4257907542579,0.4798818060661464,76.95863746958636
188,0.5296775843540248,72.9683698296837,0.4973171969979929,76.03406326034063,0.4815331786508398,76.64233576642334
189,0.5301135009947775,72.72506082725062,0.5004224297774099,76.32603406326034,0.48662920015571764,76.95863746958638
190,0.525319467582842,73.94160583941604,0.4960580436852727,76.81265206812654,0.4771533966499524,76.59367396593674
191,0.5217380262929447,72.87104622871047,0.49725416295429803,76.22871046228711,0.4802192393155574,76.32603406326034
192,0.525680240676931,73.7956204379562,0.49725566117722914,76.54501216545012,0.48292639893626943,77.2992700729927
193,0.5202396727826473,73.94160583941606,0.5010237663621739,75.76642335766424,0.47717965206090557,76.08272506082724
194,0.5261461102469415,73.84428223844283,0.5024263570633538,76.64233576642336,0.4797701386784695,77.49391727493918
195,0.5254397185759532,73.89294403892944,0.4940540070371326,75.74209245742092,0.47439273719079883,77.39659367396594
196,0.5245804648764812,71.8734793187348,0.49383811055888804,75.71776155717761,0.47230133779727634,77.323600973236
197,0.5252650343298623,73.21167883211679,0.49535211755411473,76.78832116788321,0.47942675333243506,76.95863746958636
198,0.5286804050569697,72.77372262773723,0.49486312916969155,76.86131386861314,0.4698990965846682,77.25060827250607
199,0.524667928036112,72.65206812652067,0.4929627212729767,76.32603406326034,0.48193645992128226,77.42092457420924
200,0.5242024255930072,72.4087591240876,0.4887350504415749,76.66666666666666,0.47359291663135056,76.61800486618004
